target_id,eta,tau_transfer,ipr,purity,c_l1,dataset_index
818,0.2996049,27.161652,0.73299915,0.7363239,0.19998428,5034
819,0.5337102,21.072554,0.22283942,0.23162706,0.3489993,1950
820,0.84841263,13.781755,0.3362932,0.3413659,0.24940942,139307
821,0.919111,13.938296,0.19545211,0.2457786,0.6171891,117909
822,0.60842764,19.9278,0.4346861,0.4449064,0.31795454,82603
823,0.06856524,20.088528,0.28423795,0.3512373,0.6128073,18814
824,0.82145,13.168421,0.23924363,0.24505822,0.28763178,73442
825,0.72168005,23.357052,0.4865143,0.4933935,0.28989962,115953
826,0.8763121,17.15946,0.2852684,0.300304,0.3220501,86856
827,0.6343188,13.472824,0.3594784,0.37016496,0.27907407,48519
828,0.74386096,19.002542,0.38118413,0.3949169,0.32633984,51313
829,0.116037734,27.270483,0.28377485,0.31920922,0.36089602,108208
830,0.45608962,26.069906,0.31231514,0.32281986,0.29118606,12744
831,0.870743,11.789667,0.24569067,0.2562788,0.30571386,100377
832,0.2752073,20.45429,0.35408905,0.35837314,0.23320015,59088
833,0.74618495,20.360664,0.34408638,0.36722383,0.29013935,133311
834,0.85356927,7.755493,0.33613673,0.35637242,0.39742056,112773
835,0.95762324,8.153419,0.26627958,0.27977383,0.33879477,93535
836,0.75669754,21.335297,0.30074644,0.30775917,0.33883518,132823
837,0.023099452,24.851406,0.22580238,0.25124463,0.48452547,17221
838,0.24263473,29.519373,0.3755339,0.38105866,0.24563609,96556
839,0.2578966,29.48286,0.46107107,0.4671623,0.29477265,112066
840,0.85459596,12.818325,0.24743383,0.25743693,0.3455627,94153
841,0.9403198,11.392002,0.20249899,0.22068693,0.38673308,75512
842,0.42115393,24.108818,0.26678827,0.26968887,0.19147865,76472
843,0.08487059,26.376263,0.23114471,0.24115999,0.3760051,68485
844,0.9100607,10.393353,0.286794,0.30920726,0.3957936,105476
845,0.97957665,11.570315,0.23809479,0.24375604,0.32002947,9679
846,0.8340922,14.111992,0.24512175,0.25166106,0.23655048,67264
847,0.8719783,16.817831,0.40870753,0.41162083,0.17925122,763
848,0.9689312,6.4305224,0.21282059,0.24809673,0.4241049,98085
849,0.49768242,21.569908,0.3615298,0.36397612,0.18985586,24340
850,0.047785092,20.421333,0.2386911,0.24166697,0.18106031,25487
851,0.5376436,22.182491,0.31847245,0.32773072,0.32324842,38153
852,0.8715715,19.498686,0.2766986,0.27976802,0.20913611,84489
853,0.65079284,16.507944,0.32262996,0.32648203,0.21391085,103868
854,0.8876563,10.761479,0.28764525,0.34105346,0.48721147,115659
855,0.9745138,11.792207,0.1928191,0.23915985,0.859066,106438
856,0.8733641,16.79779,0.35745344,0.3625271,0.236621,80368
857,0.78526163,21.334183,0.25739732,0.29212683,0.4256872,109773
858,0.16059752,27.687346,0.26097617,0.26410007,0.20385943,91162
859,0.5559053,23.325321,0.23602277,0.24346922,0.26402178,72703
860,0.5321997,21.54472,0.2217561,0.24355926,0.5441949,65042
861,0.63611805,16.0313,0.33280832,0.33821538,0.24677224,26042
862,0.96783715,5.3407044,0.34122813,0.35134906,0.26815268,1760
863,0.745625,12.435984,0.27666467,0.28635707,0.37367424,53442
864,0.577371,23.826012,0.49060604,0.4929011,0.1822986,40212
865,0.89458567,10.572203,0.2187717,0.22154397,0.18599872,53188
866,0.09639364,21.741287,0.29655087,0.33723298,0.46968248,53352
867,0.5189391,21.543842,0.21915656,0.27205864,0.7483968,128051
868,0.6977721,17.757969,0.28206044,0.309761,0.33477402,92641
869,0.053153414,31.729973,0.7333999,0.733961,0.07738414,115293
870,0.23206744,19.466583,0.23896624,0.2526363,0.34351712,103587
871,0.90638757,16.068407,0.3106837,0.318732,0.33904532,2051
872,0.5073852,13.901996,0.2419418,0.24626032,0.23392703,24942
873,0.99382055,3.8106523,0.26952228,0.29201302,0.48818466,134292
874,0.85354733,19.06421,0.4626057,0.46555114,0.19158868,76273
875,0.650819,20.257727,0.4958973,0.50141823,0.24661198,73112
876,0.6937452,22.419998,0.2567039,0.26568314,0.27450764,26521
877,0.342903,26.628868,0.39753038,0.40638548,0.25310308,115365
878,0.27372476,24.000326,0.20137854,0.21115078,0.39044908,102324
879,0.061811052,29.63626,0.6677872,0.67281103,0.25139996,77374
880,0.6515215,21.068537,0.32093278,0.32567686,0.2018101,52668
881,0.8444077,8.516929,0.24276932,0.26099914,0.34991148,19298
882,0.9206972,12.252737,0.29845813,0.30658802,0.27705142,62663
883,0.42081887,26.239532,0.23760197,0.24084072,0.20013571,67472
884,0.017825283,26.125927,0.22655857,0.2361176,0.2730388,52898
885,0.9488196,4.9630165,0.24212018,0.24945453,0.25098795,84999
886,0.350924,24.36004,0.23318832,0.28073177,0.5937065,101521
887,0.19161612,26.645922,0.21861313,0.22262764,0.22896549,92906
888,0.7331022,15.036664,0.409893,0.41562188,0.29244965,61784
889,0.9641086,8.87326,0.24907732,0.26304534,0.33602992,54182
890,0.4862936,18.252342,0.33568993,0.33775452,0.17704211,93721
891,0.42245373,27.07853,0.3918988,0.39852232,0.27256495,136587
892,0.48899835,24.991411,0.80181074,0.8022883,0.0826577,44451
893,0.6609482,21.936636,0.19643714,0.2357703,0.6441909,102203
894,0.2633009,24.253426,0.19633445,0.23374833,0.6281728,50398
895,0.1413921,24.822742,0.21169795,0.23587182,0.5546853,89024
896,0.9502686,8.629272,0.2138359,0.22741826,0.41195667,130104
897,0.12520073,27.29738,0.3038398,0.334308,0.34787557,2777
898,0.26709038,26.192656,0.39399448,0.40058836,0.23450056,41400
899,0.319169,25.13501,0.3804939,0.38441417,0.27467406,124523
900,0.7316212,19.277857,0.6905189,0.6919804,0.1038763,52511
901,0.64228195,14.925413,0.2727037,0.2867194,0.40805823,100861
902,0.92528313,10.389412,0.26914302,0.2810756,0.33944628,60811
903,0.7650523,20.311796,0.44187534,0.45800036,0.43461862,133936
904,0.48038563,22.155483,0.19206777,0.21685629,0.5104086,10666
905,0.69967145,22.643763,0.5616817,0.5639726,0.14573354,44605
906,0.7914802,17.64273,0.2691887,0.30782408,0.6656633,126199
907,0.30423313,21.457003,0.19765507,0.22261463,0.5138273,63436
908,0.937046,13.042496,0.25015235,0.27515495,0.4343688,52149
909,0.9067012,14.220901,0.22612058,0.2293623,0.21165399,762
910,0.36828646,21.711596,0.30979657,0.31346068,0.17294703,39285
911,0.9524215,13.368615,0.23082398,0.25026196,0.38930023,59237
912,0.5643141,22.478079,0.26913533,0.28150517,0.42108068,118467
913,0.6933662,20.204279,0.2957316,0.29875898,0.20201619,133559
914,0.27560154,27.171581,0.28137264,0.292628,0.311852,69483
915,0.79990005,19.064789,0.24423046,0.263869,0.46965408,138145
916,0.9726848,8.115215,0.21439141,0.2296534,0.46081564,38619
917,0.98416114,6.6782737,0.23772535,0.25999463,0.5395078,72648
918,0.89234406,14.094269,0.23430258,0.2724958,0.5058347,43340
919,0.55046326,21.28202,0.25466776,0.3815084,0.77048755,51180
920,0.34522092,19.425344,0.2902765,0.3118679,0.37322077,57088
921,0.95348847,9.310511,0.26995516,0.27849934,0.33283037,79504
922,0.36817273,28.30994,0.54987913,0.5559186,0.22626477,40239
923,0.9584068,12.775544,0.22926243,0.2377723,0.34893048,29896
924,0.7681941,19.173077,0.34699196,0.3536294,0.34229916,138967
925,0.2922149,29.64516,0.5304479,0.53441167,0.2168727,117608
926,0.29377827,22.710182,0.6261268,0.627213,0.11448529,112163
927,0.6032759,17.84656,0.19881113,0.20207034,0.21257631,122448
928,0.9796422,5.790053,0.2850356,0.3373104,0.57048786,70155
929,0.42345348,21.559727,0.3755888,0.618945,0.8331574,40510
930,0.96003556,9.013746,0.2769589,0.2871578,0.3111648,138672
931,0.5821299,22.811275,0.2210041,0.22572014,0.24069737,111728
932,0.6481691,18.81404,0.2956493,0.30428904,0.30844465,81374
933,0.39827037,19.743946,0.25387603,0.30252802,0.56595707,22533
934,0.9595471,9.739053,0.3211356,0.32575026,0.22983202,78734
935,0.90963435,14.774024,0.39075086,0.39853978,0.22460996,95851
936,0.7122578,16.15376,0.32974997,0.3358979,0.30678007,114564
937,0.4935942,20.449076,0.27239332,0.27420944,0.17110798,20756
938,0.54899615,22.752865,0.25121728,0.26598427,0.38069707,31889
939,0.7475401,17.135298,0.23057887,0.23787525,0.29825774,60156
940,0.034491178,21.069416,0.3197381,0.34318835,0.31456754,100972
941,0.69275993,11.825057,0.31477907,0.32326886,0.23546235,4612
942,0.17161937,27.450245,0.30578044,0.30876613,0.16015938,33462
943,0.97834504,11.321638,0.3334958,0.34195074,0.30408514,33123
944,0.38895562,22.45186,0.33418542,0.3394896,0.24024624,63373
945,0.9815074,6.5414824,0.22938833,0.2766466,0.6662839,67724
946,0.25230572,22.778788,0.28079793,0.30474338,0.4330975,70399
947,0.9804085,8.046389,0.27094376,0.35258675,0.7262613,70753
948,0.82101154,10.389992,0.39539912,0.40065783,0.19587244,30393
949,0.8047017,19.57317,0.40438575,0.40835792,0.2711665,21079
950,0.8506357,17.036924,0.24177907,0.26218128,0.4030643,83613
951,0.27722174,27.01156,0.75704265,0.7580726,0.1266458,14927
952,0.7258901,19.339994,0.18591307,0.19534288,0.36535096,66599
953,0.13044788,28.727377,0.28851244,0.28985053,0.14224637,35027
954,0.17678416,23.257652,0.25689152,0.26303113,0.26592356,110804
955,0.106921494,25.175964,0.23720576,0.25686738,0.43085557,20639
956,0.89216834,17.034542,0.3264587,0.33026856,0.22967462,116110
957,0.8737547,10.102742,0.36118668,0.38821444,0.33712333,112198
958,0.6247369,24.078648,0.48511598,0.48675308,0.1612137,3641
959,0.7837815,19.704144,0.4285409,0.4333179,0.24493283,97943
960,0.8562495,13.823387,0.25637937,0.279719,0.53630334,129166
961,0.8766431,15.198413,0.22010013,0.223847,0.2641178,63964
962,0.86947787,15.917178,0.21835071,0.22345679,0.2697422,55122
963,0.0506878,24.407324,0.20697156,0.21413006,0.32013997,91338
964,0.5530839,26.548082,0.42476973,0.42730507,0.19291241,125504
965,0.9210695,16.164253,0.30663526,0.3092137,0.20700629,7024
966,0.53785443,25.54105,0.5453327,0.54644996,0.1428948,37554
967,0.8292622,17.561625,0.20040555,0.21771908,0.5097958,36100
968,0.7613112,19.206514,0.27873358,0.29800326,0.44611934,13892
969,0.06924335,24.13663,0.22386958,0.26898915,0.65000165,121660
970,0.16355546,26.235617,0.29262534,0.29364786,0.11724969,34601
971,0.29423884,27.709335,0.30042893,0.3032192,0.17075296,63676
972,0.9782174,3.4259353,0.28566405,0.31918043,0.3905963,118505
973,0.89209133,18.385166,0.47311878,0.48095503,0.2848858,88392
974,0.178642,27.147287,0.93290675,0.93363845,0.088856325,23861
975,0.99204063,7.0438666,0.17539856,0.2104582,0.7355865,102119
976,0.7302237,18.54206,0.1977592,0.22062029,0.46663278,27429
977,0.39733192,27.27248,0.48501095,0.49722373,0.32870194,72920
978,0.7479091,19.241869,0.19327994,0.25706863,0.90497833,2819
979,0.36181617,17.521343,0.21418272,0.22137085,0.3264155,55034
980,0.726082,21.71793,0.22893505,0.23415019,0.2711679,49627
981,0.9601258,5.605202,0.3749286,0.37965736,0.2405342,35042
982,0.97581416,5.2510104,0.36895105,0.38628113,0.37772638,36919
983,0.29424864,25.666697,0.46813968,0.47378114,0.19244988,40370
984,0.2193006,26.643793,0.29975104,0.30524713,0.21111889,63773
985,0.7443527,23.100006,0.2890042,0.31640932,0.37108287,66000
986,0.6973837,18.714375,0.24919657,0.2569734,0.3447105,40013
987,0.9020502,18.782125,0.42976412,0.43459922,0.24769625,42403
988,0.54142725,21.67643,0.3271299,0.33034238,0.193406,102181
989,0.26212144,24.331442,0.27538976,0.2804465,0.27184635,39050
990,0.7193226,22.25183,0.4060398,0.40813142,0.16133983,78461
991,0.5414959,21.140804,0.23423591,0.25293297,0.4521782,74643
992,0.44150457,23.306345,0.22121704,0.2659345,0.8438313,49226
993,0.71020895,22.95563,0.41139838,0.4140401,0.22537066,85966
994,0.9869026,7.095591,0.20714635,0.23366755,0.49821338,71125
995,0.049119532,25.253155,0.21722645,0.25014082,0.48023608,60720
996,0.97611487,13.621482,0.4075573,0.4137913,0.3266382,30624
997,0.96010333,13.609767,0.31119263,0.31621498,0.29383358,118379
998,0.8620118,10.020809,0.37383422,0.40889284,0.6140294,80624
999,0.1059202,26.758583,0.29375872,0.36184826,0.5995507,122098
